Views,Likes,Comments
1078919.2589593602,101189.90654382147,11449.773031179644
766745.1107419454,51458.32034102493,6716.333079314849
1187412.5730548953,134148.13988537702,11278.028807798084
799076.7317758615,72548.77720857927,9027.617558474605
721846.1780563381,72892.8268257431,8910.560653264838
830745.9958035116,78440.48185275219,10058.688090577954
925583.4646728118,84833.51909273998,11771.377512852088
828098.493211431,72300.70077377645,9650.434496533808
1241199.7402181546,128700.22065203107,10315.985072668875
1000377.816198238,104060.99258472513,11184.880073187665
714454.3430079095,72303.32487710062,6226.357466547089
1068658.082163255,117546.29197217015,11283.83579593816
713146.0121722134,77038.36749746754,6104.241735096119
1306154.498794915,126039.64575221283,13378.6196675632
759589.7218157705,76468.84949619505,8138.248807299695
910897.8047646781,87819.81674034904,9804.939857418769
1038305.4414666059,122146.73323093387,9028.337263992189
844323.3723923132,85953.97546030619,9093.324198215816
802932.5025177666,59512.986460958055,8483.316388596166
1050549.9527282258,125530.0115422969,9660.099665695843
687776.2490390124,55031.568747787904,8830.387806901908
1208050.7058339017,140312.33791768737,12457.934164217899
741483.6573165155,74515.54157339896,6830.0276819937435
748923.4371814241,75706.39803985364,7187.508229031961
971037.5738454296,100639.56439967867,10455.34472407218
557666.1609401386,54245.0888769997,4393.476257441764
996422.2490348498,105698.89985886516,8577.817611435183
854073.1164565654,82257.57349681691,8950.717072522137
1066641.0991867252,93045.107223886,9594.576366500209
978307.5376649883,101680.67942636265,12487.379551573289
1179831.026887787,120715.78083944107,12679.96068352843
820002.1635649222,82460.03489141006,9152.356028890392
1159184.5913102753,127493.65886028923,12684.503633755396
999532.0149972254,104531.54915072676,10129.992178871671
896364.9402053625,94889.46795712954,8059.2639771057475
1042770.4070698126,106092.56289667364,9757.22353915276
844754.7097810624,75765.16489304017,9301.85527300608
881549.1595354499,82416.53779823084,8216.271988557888
892106.4132965497,90543.14402866391,7703.919387668162
1035559.5092824091,96992.2264742842,11206.568788732782
976544.2701485895,102714.77608692418,11358.21592993943
573613.9796150711,63599.190743037834,4542.348807997032
1287087.4562426324,135138.0581814578,13496.800623566049
1345381.9231665672,148160.01865746037,13648.95178117581
871787.898215906,79032.27295871919,9479.403969092806
1166826.1648077772,97053.34733677004,11875.317463539794
1111169.7795493784,111755.7883389684,11648.572587214558
914440.3199132192,101485.2167361606,9452.130722806933
958812.1139472014,89328.87638236886,10777.764580533343
1213824.7975551896,119387.20217024944,12613.561913413365
678198.9218253484,68518.47745550235,6417.055261140269
1163209.6723719942,114413.2823715345,9597.503906655904
1249365.4005833273,129994.53865117823,12872.053265063882
871988.3291916486,88216.93235934044,8179.4707740858075
1294328.5037021546,115880.77174220215,12016.91462342648
1158670.5291798746,133634.572043827,10926.799305228116
1219174.4672190775,128857.54792769936,12712.186295922917
981135.0197613825,98882.67836959669,11492.329112000112
792941.0166855338,80741.89429553527,9475.8358398234
924711.1174844145,82731.36799530966,10977.89046125779
547931.9824115345,43355.06447068491,5902.05827580843
833914.5184089919,74847.63963673683,7851.173476154708
1132757.8994206092,120740.42608023284,11007.344477098095
829414.7385800588,100415.5696382686,8054.68523405739
1075877.7928283687,116961.16748034091,11360.318629521465
1405067.349361865,138135.76113283169,13889.535528560575
892311.1878034509,95790.07372904065,8969.744000401955
1066233.1236079482,120869.67134227171,10893.572455402724
691230.8854513537,62379.93397405185,6921.066601391315
1187707.779913615,130353.49218879985,10071.435890779605
1186823.131967003,126452.07861024354,12404.57503956235
868905.2996169892,78918.28094888879,9504.493046078416
807052.0935804332,86799.9797432514,8544.8697983837
911957.4962943221,113169.45472652176,9182.370159929684
749819.3219653689,72742.89086458001,5697.825979496447
1108756.4316972895,121227.3061605371,13507.594140608373
1210189.2985918184,118576.50752094355,11032.029979450614
1023592.906443626,111799.51868114655,9780.088397639787
638230.1378932061,56879.33743194172,6012.252569186969
1318813.10902847,128237.01721370248,14422.681974079602
1095851.8454466914,113218.04158030837,10953.106229888905
1046289.7471614253,117537.0261320644,10359.246316921372
677672.9278068452,81545.08572915748,6494.309855636356
977345.5328308495,94306.09785976095,9501.859700083662
1008683.1809227538,110846.6433585742,10519.059081455653
1020920.2335077246,110424.50826950677,10374.340496392939
1115513.7163164322,128256.41537468742,11186.812549252678
831281.8475784487,79619.40822765674,9802.42278255674
902923.0509342907,84518.6526076764,8897.832256551943
848011.3216388861,98294.23941602034,10368.758274853686
954016.471319186,84645.38959627642,8664.021220288885
634953.4802997857,58484.82234261972,5491.965512027846
1191291.149825694,111868.37138482352,14391.38889806214
1094088.3988963054,113412.3071439043,10950.56952594269
1151081.8966344676,107999.11247714715,12512.265968734928
967525.7080789919,89187.33121377301,8504.3078296335
1056679.498092278,111139.01352320999,10637.48814435352
900054.4084597689,106606.03571221002,8758.704533456856
1314169.9416889562,138234.37214183444,13062.93877396084
749193.943130834,81518.36240085219,8500.371231620284
726138.1476356452,72041.12849325898,7248.472939632827
972967.1481040263,100945.32842954503,9870.078629624099
1032887.5957219627,100598.09795136539,11152.136896658303
1469260.6356385394,142712.11905487688,14859.9539513892
1209361.599066996,108715.5430922116,14493.01983915155
1107694.8305705478,108122.43936838013,11931.53865696869
823631.2257582427,81765.83032914113,8141.640480618873
804052.7353983631,89909.41171084669,9094.45862953869
802108.7288754956,82000.07501122128,9075.925253735491
1154866.9754663433,113800.18170913523,11407.89036734797
1186067.3445148366,104175.54946740836,11891.219781945874
1175333.6120031253,100086.68553353733,12912.87530048576
809967.5061960291,80919.947035416,8031.547013425848
712567.4245777621,67561.67134415738,6062.088332042187
1015528.9790234261,102558.69875530487,10128.68019122914
1092923.8539842237,102805.80836369713,10391.845017738113
1040587.2820191944,107425.99360159146,11643.745390733302
1153957.2404299641,105332.06977430041,12476.726283862616
1163908.2264048168,126900.0428771379,12032.445201791788
1250167.4951656307,136214.46199250792,11016.718967492001
1156307.418678124,83793.43857680364,11167.021637255795
675910.1875100993,65617.43006833387,6913.534020613168
862970.1836306342,71949.8752764395,8362.925658058479
954354.1826508658,94473.17459030355,9665.580173926139
1367836.72229574,121278.52247258753,12131.447734918529
860011.1185194417,61983.94725886863,11102.666530521165
936867.9777638784,93591.1610123579,10609.242242833796
954242.356892153,98649.13168235609,9356.607360758982
1140431.0464457956,114801.69066795835,13316.822428820458
935680.674121814,112182.71260521415,8525.329994271397
1055420.454107967,112626.3022352797,11132.045998160265
721901.1229061029,67997.7080795772,6925.774520365608
1018160.6622589851,91721.38667237957,11700.220719999103
1234205.643202427,117842.64625500965,13093.377906085865
1113378.7934583866,106249.36912916673,12629.4183106192
953673.524293011,99748.8583557401,9805.447440608203
1171749.980888359,112922.59397451046,9637.672405021978
1168477.201253924,119252.18890235944,11653.56906059169
1081119.6608966007,112126.11154455319,11039.494463243616
1137123.9793950021,114989.919923281,10888.900195514587
1209906.6307827693,116522.81577893063,11206.604082421622
854009.6637398617,89426.7006242534,9851.220433127746
878000.8340305967,98531.45711603669,9866.757578403247
1129756.8141259155,92030.79568121179,10325.411218171352
1341943.4876890054,152161.79279078625,11963.240537912354
977551.5403451785,88955.02491607904,10500.46654314091
792848.2314166903,64817.63917986727,7492.006841622105
1244671.2252500113,132160.74623784845,10568.26607132204
935660.5916352202,95981.90775932725,7848.738604695337
918752.8954458904,93167.9721537447,9215.076635652744
523842.19790097524,58090.65985458802,6185.919829039088
972717.1312164697,103475.67568457598,8192.510982132877
1119160.1605875476,116919.70573499195,11350.944177658883
797462.1832963083,80258.17733344097,10438.90267522166
1175973.8544838564,86606.66252582344,9794.229495930944
789769.0485570009,85475.33945642355,6622.584319962561
871876.0600546158,92509.96848416315,7891.096967211912
801252.5123271358,73528.68036776892,6804.75517660884
812501.8671698091,75156.47062014903,10077.688363097948
693204.5966845069,73976.9908649492,6673.490013071611
921328.8714576223,86683.54270491328,9046.756881846988
907095.6876823372,76748.06556526017,9243.947218585723
928076.0574112914,78751.1220184959,6155.050638622917
1027019.0665466274,105487.13410400703,9249.956394958941
652435.4228132083,67360.10863551975,8085.57303989033
1084150.3219278394,121295.9028813003,11987.192521706467
1103532.6363772186,100676.48411235929,10715.873861490632
955124.82215463,104554.815965143,8532.493647021074
1102457.789640737,109554.26155317588,10525.489342686758
972645.486188233,86301.89522278638,10676.932984587978
1350090.4832222152,137555.05480693874,13702.32480707835
1203235.1447128055,125474.42717178845,13034.728260135
1151865.3900152966,131203.6936207452,10549.779804074098
717068.9370222108,60609.19675549556,7105.088794971882
991813.0952274574,82585.47063002767,11400.226796847823
1130806.787507818,121963.69552844434,10418.465655491174
1181643.0791861312,112527.58669040914,10240.004959996435
981171.8115944027,99378.2847458879,11012.359018203046
1394093.718622908,135923.21367006015,14112.766863267288
1086753.396442038,109669.72524808494,11176.182970493088
872782.3004450613,74291.13034015887,7530.793910008589
865634.4917797705,115716.04073941198,7772.701152502288
1104030.1525615656,106777.65615887773,10841.91239271081
1161094.1786474057,113164.90933646561,10535.526910877667
1112813.4596349937,100870.54721271881,12323.715850564058
965411.2693942441,97040.45741142996,11350.446970815681
1219465.633521128,126150.07853197631,12946.963935037596
707308.2906552495,73491.78303246,6331.325067936583
881863.8269650736,85735.65249171708,9253.876054966557
1032530.9008623586,94276.91123177327,8885.968109912203
1170944.6687954508,121048.40769774542,12400.419130669205
1093567.983674886,106218.88021099813,11290.628176662947
790171.7527922236,65309.83661768698,7573.434948589535
1222205.0387922174,112910.75386855792,12809.65949088167
1305437.131099808,125497.11375214037,12494.898838253142
1357154.834687551,130180.6978007984,13813.397783070848
1069617.2267375656,78837.67042920702,13131.854818570486
1431289.3111196596,147487.12096678824,16110.008938961157
1130518.0327191628,114077.15535710426,11318.204793174975
1074926.5379488189,101788.30058430466,10189.04828082524
1015062.8414044247,103711.50366337482,10073.165369344533
859515.1462838058,86301.91009033457,7923.077098364809
943882.7290058781,90856.07658544945,9178.730672855125
1015968.5919866124,98398.42602520803,9015.625930541944
926102.900582547,87766.07960018273,9491.488086138972
1004067.8643431815,103432.15038997793,10467.482879502091
562216.4056024168,54383.60842564804,4318.172748993521
1201707.5983971208,127201.52158895093,12205.964665672725
656753.3361450587,63842.40071081371,6603.652059574189
1039007.1883133876,99043.91773459673,10573.542400507898
1024221.1287625796,107204.21712793615,10642.774957575737
978419.8629542098,96312.98794455841,10235.616958398366
877097.3207523421,82142.78565806082,9924.719341525713
1172496.28297569,108248.13853391622,13175.48214094919
1112008.6661914606,121753.39969636909,12124.515642446011
1158367.923161447,123120.37550720197,11497.829682188209
867285.4046933441,87923.90261768432,8206.553534768369
1215448.1213796714,112974.36899421237,12491.396611503129
790019.5671220059,101581.83959854409,8403.414617750983
1053822.984498661,120637.18993372202,10394.081285700266
770357.90230745,88466.42182918737,9418.445827243842
1148304.996775579,119060.04520682832,11412.450435548119
810894.0362181563,78433.89361244465,8858.121981604614
1213970.6243419,128604.42120955684,12444.893962690967
648342.9855395637,67719.69305776742,6313.252405861869
737451.7423819753,76824.5357873983,6529.947740735131
951564.363031544,90854.32709198928,9008.527400723877
1020451.3160949437,101976.19156054573,11501.659679001574
1271264.783485775,120465.94775981778,11047.59324806078
1026406.9622686587,110934.48573770924,10490.459612942017
1123092.9512178488,110147.17256658743,11405.06806262078
790410.8516877261,101150.83429012084,5970.410197487021
927153.8275585991,87361.20132308172,8296.529871954071
818636.561985398,83545.62424644986,8985.115694033226
955044.0930503148,113111.01151538704,9732.658519641518
1012593.4191702201,92624.5568883177,11138.613364854933
854859.7926753325,97257.10179335825,7924.42563137375
1088555.3629842955,98972.8839758664,11411.931751182312
1129110.8507923703,113817.28248181759,11084.083456736178
602982.2447248008,59503.74915411383,4824.076790651483
735444.6157354036,71837.6666792573,5746.732946485713
828211.6737521578,97843.4649548467,8914.575329594516
874835.6146522352,100859.54475855167,7465.136373146027
988481.4224327852,106035.46065237814,9167.284488752804
1014995.3411388737,100679.43801456717,10290.606804957966
767893.1063100094,60108.86025003055,5655.597492423965
926211.9036834125,99594.66764480405,7724.9880949633725
848700.955165131,84597.74344826076,7226.631957186075
1210342.3615589563,113470.18628500552,12023.226027204842
942020.9610743172,96580.3281316467,10807.094183196703
848788.128727354,87096.3855832916,8882.299370883
1125994.9634887108,110959.01866297165,11563.277129244514
867932.3720904939,91171.63736728595,9150.726215652845
643059.1295194551,87766.04884091795,8587.086791679028
912444.7147201154,87939.12916030278,7819.088118369273
847088.8899515575,95866.05600203681,9154.271762441627
744734.0569196243,97620.66464475096,7515.843491725405
1039893.1294268718,108714.39927076844,11413.901036627854
1022966.9413292959,104996.18159325141,11071.451926223319
1027646.1155547955,113624.08117951544,11397.30117007988
1447812.7109044206,145793.59460021826,14629.074456622362
895693.3982579712,93743.37479161016,8942.165970087617
512580.96954317257,37999.21044660188,5108.5409166928375
872518.0095406689,86559.37412714362,9610.412246827656
886015.2629227741,102973.6562778026,8144.89857946875
1071658.232279161,108068.71494607306,10964.607319296929
1176233.720207845,137532.46569801375,11407.23352709693
1030626.3652886194,104019.17298877277,10320.448072724006
583497.6371856803,66680.24321814717,5773.834944901794
908256.859507912,83113.04230475274,9734.164532497938
937633.4820042313,92048.28621273613,9047.671659998778
716722.1227091495,68143.04226373187,6848.328340679158
1141918.4632899421,115228.063408508,12091.716339549657
905626.8317646198,97582.29821325278,7621.461169870617
805621.3392000068,75259.93937357828,8525.380928384808
965828.8631838119,85051.90647995776,10066.364807376132
792837.914761323,79890.08412525302,9126.600167063432
1002402.6594871862,107338.04624720295,10128.226976576047
1142314.006061644,129714.59681397221,10653.558456183859
946095.9946525957,82740.76098045305,11369.504553758441
775095.2137082835,59076.32235690826,8827.635987668205
722073.8810745832,67093.49092489375,7848.448953736881
1034741.2678715665,116902.91641921934,10317.486645636409
827734.0977468747,71171.86353694268,9299.663437430812
930429.9809417604,87654.5089996552,8351.748614279844
836558.8122643081,99662.46346620818,8064.294268397396
903487.2202512722,87519.52033787128,8819.978546389657
1204252.1253604265,120138.16488734505,11555.062560212513
848279.415776609,86880.1007717847,10156.171404790097
985975.8915973639,106405.59808004153,9520.728204806506
783266.6514789346,76853.84308473197,7021.6819687723655
893232.9241277964,70968.2451875586,10298.122244939712
916557.0162872495,90501.13365470292,9563.81690676336
913283.4603028446,94927.25653044842,8325.429884307827
960366.3510395124,67644.44724491559,9256.415171574581
778689.8465755426,90502.08255590891,8747.294368701914
934109.3847870837,91331.34485649325,9296.206756701284
1282341.0631335387,111649.66525616268,12554.308966272292
821093.6030169267,77487.72004512428,8066.29696277018
1153090.7395101783,132741.44882700843,13750.682152612033
1422188.6495260526,150120.6444138474,16083.342586608393
952054.0604159366,96810.31533024998,9536.66723437302
1271155.3062574612,126055.4123515959,12509.518747657188
740188.0491439298,52060.54224311009,6961.674947746531
1247953.9287169494,124324.48799358457,10793.668868711113
1040608.3727508831,114041.93499561734,9322.88259307421
1244913.4623151592,115912.63155578969,11912.401003926185
820782.5572988079,87794.54872485143,7831.747757209004
1031710.7310115095,95397.618399286,9717.843598232139
770542.6677041586,83078.01362569553,6255.201053549674
933655.7238183105,80094.84572925267,11403.223341854908
654435.8702942698,69165.67890684702,8201.414301283177
983418.4873702686,84765.78003556412,7934.719402394892
828130.6989439537,67150.31693597493,10178.93309685446
859386.0354754254,81187.1550472521,7968.6520681027305
1165346.9666902618,113477.59123549852,12750.398283425464
524753.1860991201,53584.8486693796,6945.672645242154
810383.8991707059,71353.11327275922,7724.993403037069
811793.6978290122,76413.27046762458,8897.166858798855
1074290.8129706758,106786.37325462732,12760.617463485218
1227522.7657175339,134132.35635672076,12167.16142454343
949398.4063470406,106077.17738055353,9745.795242256003
899233.1362922412,91011.41230386357,6141.729066713403
1224837.589222306,137236.01747839176,12073.110822167684
1084929.9195769215,107728.01782008375,10805.425160537909
996706.9629747587,121789.9552533312,10166.421530862292
1224608.1017987302,136541.51837912732,11507.924434123697
1018881.4406420744,97507.40440552679,9983.447518435803
877296.8486011573,81454.07049174157,9149.509960611405
1250687.3693718873,122614.6445157817,12736.352993708222
1067250.950094298,117620.82859683722,12287.039899704
866873.8588985797,78726.4599998075,6443.8775242326155
787911.6185410987,84720.90822246963,6651.492086830591
976687.5192498221,100686.2932640994,9455.25089693817
1053293.789622902,118602.32193787725,12484.845486932012
940515.7017718322,84456.87187490528,10026.858259863291
888590.3096467266,85426.40074483714,9436.754735941613
1010812.2497017026,93060.63356119469,8913.963554369237
1344557.1532940809,145824.35519126445,13913.072084869893
1071883.6548074025,128092.439018585,11731.879615199854
1108281.2334357062,117614.00012506153,11346.148190413953
981453.0620159963,107061.73414888392,9723.317063040331
1084964.0542765337,101794.55256238348,9193.370061305395
1004497.0610308821,113148.85432016739,9123.355173057602
1143654.6720955665,105647.31699829278,13929.302026664165
965254.7289115079,96734.65884788918,11182.240361606971
1119336.6699994497,105325.4361555078,9565.496374612938
1020563.803697936,99018.30561269727,10112.084302231042
1150543.0506623702,120622.58463267906,10598.551837177147
744876.0519559052,88306.64157783645,7034.483754418865
928936.8541956868,81639.28051683654,8342.538760071548
1382662.5063027856,130486.8768193313,15032.701209839628
1349329.0104169291,137257.3014943777,13709.318835938919
1519663.6850654436,151334.40845112465,16185.977903783736
1097490.5990447875,112917.49046691445,11387.175719065024
945918.2833870575,87495.60123968033,8962.883349669739
1174964.8163736803,111907.04265641686,11336.985212048521
898784.7007344012,79680.28618937415,8411.557135699251
1209608.8282477662,125467.28972956388,11513.46500760154
799820.7041842531,74435.51816444442,7424.7600049979965
1154435.914191232,121997.28874766036,12534.490175431707
668574.1187272237,73910.55138692274,5990.765651577418
1006466.0849499207,102883.89136070314,9903.039429208307
1358187.9890673878,148053.10539496594,14580.675240659573
637019.828467929,71164.6030766015,6549.676119286675
1078505.1565545492,121269.22588613837,8728.013907695673
901468.9643047544,82484.44539928818,7928.345712010778
1321823.6120132916,142098.75087351006,13595.469085774233
630309.0576287084,66306.29182738734,6294.6013497972235
724874.2649878557,71414.85548907479,6908.491290018456
1473459.433258181,165211.18702687154,14925.198219629621
909709.9807959157,83690.984450563,9663.302569569047
972567.0349155894,97516.6530393467,10272.143777563553
917942.7055830064,93716.46293182367,7891.507494855174
1121041.6609943947,109888.60123916071,10086.28910266607
921177.625429198,100256.18889326496,10294.87716228731
951724.2985730284,111258.83337186545,9925.944841334163
808880.6536375873,91795.02993050491,8562.189294681544
1038222.538776901,92468.47045893897,9817.587296461394
1093167.3558301067,101388.79375582913,11014.789402314636
1226487.61642828,132236.26143786643,13073.810333577214
1114887.413161397,102230.1356678607,10577.115137478115
1070579.196783605,106123.63185769408,9007.692676296436
985792.2788418795,88008.48537510814,10662.395101566535
1274025.871283365,107078.66440000312,12234.915248771167
739494.5574137114,55949.06615955081,6713.803098547881
889714.354422996,82056.38893713303,10065.875229825553
904095.2655982403,96953.60941882449,8485.851571371673
836616.0001836302,85155.96440824388,8386.839506182538
1046334.1147972081,107430.67551501954,12319.634728250363
946706.5284751488,98876.30195548116,8370.48995960449
1123286.7813093644,111588.07395477411,12138.264716945458
778949.223777911,89216.44088453644,7819.9021293787
1019925.4554669029,103408.98805728197,9874.174722041986
1281582.8953992245,129748.36083459141,12512.344307586023
816967.9305469006,98109.86842763332,6319.922240025253
892111.9193570456,86045.87323711868,8693.098301174356
1053294.041297482,107881.46288314303,8050.61518283395
858484.5721508173,88396.96657087152,8707.079983085949
864484.9581074069,99996.82462924058,8586.560236490826
885911.8466212365,100166.87783270686,9382.189233625193
942840.1796518256,83290.02774438972,9262.332625078006
832052.8737227847,74543.58594154747,8456.778108956336
1581927.8126587481,159082.14852709635,16829.34893870909
801135.1298583265,81334.04028607096,7642.863113093946
947141.876196797,113762.71846858019,8376.797568873704
1356089.1619745526,142197.67481839884,12811.412305142674
1006777.8817769246,100611.69015647694,10438.939452563169
1015511.681870078,108112.57828531596,9328.47471288414
606857.9110296797,46813.95856221148,5331.93639738252
1152821.1289533202,119095.86681305965,13033.903966600345
1095055.7211675777,115653.31723419938,9947.122655129853
995531.1509247533,78754.00688448193,10594.538749701269
800605.9789300822,70928.13812998086,8112.9529493675245
892684.4084064431,87756.7862184026,8491.996565641015
981163.7672045651,88520.40691907729,12061.821617631296
1195978.1344695406,118773.53545202289,12691.63065142495
1054016.574221963,105086.70404937863,10645.298608578118
564662.5583497543,42303.94919773819,5691.3603086585545
678208.007777709,67810.58187794879,8303.498326721743
881393.8604800107,93145.33001410554,9614.69670789477
1207599.8170088474,135685.54582461188,12047.927362357377
656767.4430371124,50885.209724692846,5231.985378201538
980444.6127904281,87907.19988527299,9118.114535935445
919005.543272725,97155.41610790184,9441.186569100855
943207.5270917838,113901.4748519708,10130.985960565138
1186722.9030775721,113536.85968376989,12772.788449676887
1219182.1060336672,123356.63330447268,11249.686732170801
1021883.8551155571,97217.13259636164,10739.4784611439
638247.7717127595,42435.48836057416,5079.346263580627
1185375.4859585047,108635.48364958442,11148.902554528866
1228149.0826165339,130775.26243719904,13053.41386055122
825232.5990362096,80545.470928472,7527.746078031217
821150.7384792751,77889.62669497539,9519.048558198381
1283260.1006659786,126738.92655499752,12909.940130181045
820539.7073198147,77226.3089745294,7038.621680050909
1203347.2050803723,104247.24488766557,11247.303599315443
1072246.1158591195,94478.0744177339,10595.394567965706
1155742.856430602,112506.97812074583,10600.89737180601
1009157.9253633856,96966.92339392171,10961.270406832637
1146200.790322712,98459.3031164833,11843.620459383194
648234.7819973896,71130.22184973015,6852.361386995407
